name,rating,review,date,location,sentiment
Smriti Metikurke,"Rated 1.0 out of 5,",Horrible experience and cost is sky high...they don't serve water. All i asked is a glass of water and i was given a water bottle with a bill. Thankfully i had not opened and gave it back. The staff told me it's already billed and i have to pay. The confused people where one says we will serve at table and when you go and sit they ask you to book at counter.I wouldnot recommend this place. There are better local choices just a road away for a much better cost and service.Vegetarian options: OkParking: Zero parkingFood: 1/5  |  Service: 1/5  |  Atmosphere: 1/5Horrible experience and cost is sky high...they don't serve water. All i asked is a glass of water and i was given a water bottle with a bill. Thankfully i had not opened and gave it back. The staff told me it's already billed and i have to …More,2022-11-27,Cafe Coffee Day - The Square,Negative
Hari Krishnan,"Rated 1.0 out of 5,","Absolutely pathetic. Used to be decent. Now it’s more like self service. You get in and no one cares, you ask for the menu and you’re handed over after 15-20 mins delay. Then once you’re ready to place the order, you’ll need to search for the waiter. Once the waiter is there to take your order - he says nothing is available on the menu except coffee.Then why on earth would you handover the menu? Pure berserk staff. Don’t know what the management is doing? Sleeping I’m sure. Waste of time and the place is dead.With the likes of Thirdwave and Starbucks - CCD is very poor in customer service.When you’re charging a bomb for food - have the basic courtesy to improve on service.Complained to the manager and her reply was we were not aware - just got informed.Too funny!Absolutely pathetic. Used to be decent. Now it’s more like self service. You get in and no one cares, you ask for the menu and you’re handed over after 15-20 mins delay. Then once you’re ready to place the order, you’ll need to search for …More",2022-10-27,Cafe Coffee Day - The Square,Negative
Deepika Shantha,"Rated 5.0 out of 5,",Service and food excellent good job coffee day square team. I had one chicken pasta it's very nice. Thank you so much,2022-12-27,Cafe Coffee Day - The Square,Positive
Priyanka Singh,"Rated 4.0 out of 5,",Excellent place to unwind. Only one problem I faced and that was mosquito bites. If they can take care of mosquito repellent methods then that place is superb.Food: 4/5  |  Service: 4/5  |  Atmosphere: 4/5 …More,2023-01-27,Cafe Coffee Day - The Square,Neutral
Amritha Lewis,"Rated 5.0 out of 5,","Great experience..@12 am coffee day  square,less crowd sweet & polite  staff.. hot coffee ...Experience once:)",2023-02-27,Cafe Coffee Day - The Square,Positive
Indrazith Shantharaj,"Rated 5.0 out of 5,",It's a nice place with a good ambience and good parking facilities inside the city.Food: 4/5  |  Service: 4/5  |  Atmosphere: 5/5 …More,2023-04-27,Cafe Coffee Day - The Square,Positive
Arpit Kothari,"Rated 1.0 out of 5,","Most pathetic experience you can get anywhere it's no doubt here. I went because it is open all night but the main purpose was to access. Staff was very unsupportive and as clueless as we were when internet had issues. I missed my online conference thanks to the some issue which they didn't bother to tell us in prior. Extremely over priced, much more than other ccds. Although the most disappointing part was the staff attitude towards our problem, non seem bothered. Won't recommend it to anyone else.Most pathetic experience you can get anywhere it's no doubt here. I went because it is open all night but the main purpose was to access. Staff was very unsupportive and as clueless as we were when internet had issues. I missed my online …More",2019-06-27,Cafe Coffee Day - The Square,Negative
Ann Mary Tomy,"Rated 3.0 out of 5,","The ambience was really good and had a calm vibe to it. The espresso was decent, the food tasted pretty good.",2022-06-27,Cafe Coffee Day - The Square,Positive
Priya Chetty,"Rated 5.0 out of 5,",Center of town. It will always be the flagship coffee store . Plus what I REALLY alike is they are pet friendly now - supported the pup adoption ( for specially abled dogs)  drive by CJ Memorial Trust,2021-06-27,Cafe Coffee Day - The Square,Positive
Robin Joseph Abraham,"Rated 4.0 out of 5,","The Square CCD, which is a premium range of cafes around India. And the are serving 8 original coffees from around the world. So don't miss it. Have an awesome coffee from here today!",2017-06-27,Cafe Coffee Day - The Square,Positive
Vikky Kumar Jha,"Rated 5.0 out of 5,","Amazing staff and lovely place beside the main road , i just enjoy sitting in there n watching the chaos outside.",2020-06-27,Cafe Coffee Day - The Square,Positive
Arpit Saxena,"Rated 5.0 out of 5,","Haven't seen such a Big CCD outlet lately across any city... Have many options to sit, chit chat and relax... And you can even book a conference room as well!! Suited for this running and guzzling hi tech city life.",2022-10-27,Cafe Coffee Day - The Square,Positive
Ravi Narayana,"Rated 5.0 out of 5,",Well maintained model Cafe in the heart of the Bengaluru city 560001,2022-11-27,Cafe Coffee Day - The Square,Positive
Kathiravan Loganathan,"Rated 5.0 out of 5,","Awesome CCD experience and we loved the ambiance very much. Loved to visit againFood: 5/5  |  Service: 5/5  |  Atmosphere: 5/5Recommended dishes
Cafe Coffee Day â€¦More",2023-01-27,Cafe Coffee Day - The Square,Positive
Sandeep Krishnan,"Rated 4.0 out of 5,",Good food and it's tasty. They always have issues with billing. The food is also super expensive. 300+ for an Americano ðŸ˜€Food: 4/5  |  Service: 4/5  |  Atmosphere: 5/5 â€¦More,2022-12-27,Cafe Coffee Day - The Square,Positive
Dhanisha Punathil,"Rated 4.0 out of 5,",Its quite big and nicely built.Cool place for a private meeting with friends and family.The staff is really nice and good at their service.,2020-06-27,Cafe Coffee Day - The Square,Positive
Mahendra PATIL,"Rated 4.0 out of 5,","I tried the cappuccino, and it was nice, the ambience is great and the staff seems helpful.Worth a visit. ^^",2022-06-27,Cafe Coffee Day - The Square,Positive
Mah L,"Rated 2.0 out of 5,",Disappointing.  Very expressive for the portion size plus service was super slow.They REFUSED to serve us regular water and insisted we buy bottled water.In spite of ordering regular latte was billed for Cosa Rican beans latte . When we pointed out we were told only that latte is served. Felt cheated on that front too.Disappointing.  Very expressive for the portion size plus service was super slow. â€¦More,2018-06-27,Cafe Coffee Day - The Square,Neutral
Ramya Venu,"Rated 4.0 out of 5,",Should be better..! The desert was not that great..! The explanation of the desert was different than what was served..!,2019-06-27,Cafe Coffee Day - The Square,Positive
Ayush Katyayana,"Rated 4.0 out of 5,","This is the flagship outlet of CCD, located bang at the most enviable location in town at the Vittal Mallya Road-Kasturba Road-Cubbon Park junction in the CCD head office. The ambience is gorgeous with all the colours popping out, but the food leaves me with mixed feelings, especially at the price charged. Essentially, until a few years back, all the CCD outlets used to serve nice food and beverages and this one was a whole other level with the entire offering being nothing less than that of a fine-dine. Now however, the situation is that what all the other CCDs serve is largely unacceptably disappointing, and what this one serves has also declined to the level of what the other outlets served back in the day. Not that itâ€™s exactly bad, but as the crown jewel of CCD Iâ€™d expect at least this branch to maintain its standards over time. But at least for how things actually are at the moment, a lot of their traffic has now moved to the Starbucks down the road (also Bangaloreâ€™s flagship one) given the price point, and the only thing still working in the Squareâ€™s favour is their larger full-meal menu.This is the flagship outlet of CCD, located bang at the most enviable location in town at the Vittal Mallya Road-Kasturba Road-Cubbon Park junction in the CCD head office. The ambience is gorgeous with all the colours popping out, but the â€¦More",2021-06-27,Cafe Coffee Day - The Square,Positive
Riya A,"Rated 5.0 out of 5,",Peaceful place with great ambience.,2019-06-27,Cafe Coffee Day - The Square,Positive
Vikram M P,"Rated 5.0 out of 5,",Excellent location. Great ambience to have a conversation.,2019-06-27,Cafe Coffee Day - The Square,Positive
Madan Gopal Madabhushi,"Rated 5.0 out of 5,","An iconic meeting place, centrally located, nice hospitality, all the precautions as Covid19 SoPs complied. Wonderful and fresh ambience.",2021-06-27,Cafe Coffee Day - The Square,Positive
Vinod Chebbi,"Rated 3.0 out of 5,","Parking is a big plus, great ambience, and lunch dishes were tasty. but can you believe it - tea of any kind was unavailable! And the service was delayed inordinately rendering our museum visit incomplete. Very unfortunate! I hope they will take care to improve.Dr. Vinod Chebbi",2022-10-27,Cafe Coffee Day - The Square,Positive
Navya M,"Rated 5.0 out of 5,",The chicken plater was amazing recommended by Mr . Ravindra good service ðŸ‘ŒðŸ‘Œ,2023-05-27,Cafe Coffee Day - The Square,Positive
Nameofstar s,"Rated 1.0 out of 5,",Personally like coffee most of the times. Many be not the day. Took 30-40 min to prepare cafe latte and was tasteless than usual CCD personal opinion since this was first time having here. Also I don't understand why serve in papercup when dining iin and not take away.,2022-09-27,Cafe Coffee Day - The Square,Negative
viral chande,"Rated 4.0 out of 5,",Classy cafe. They didn't have avocado and rum flavor. They have meetings places for rent. Ambiance is great. Expensive.,2019-06-27,Cafe Coffee Day - The Square,Positive
M Mandy,"Rated 4.0 out of 5,",It is the corporate office of the CCD.Went for  business purpose. Overall experience was good.,2023-03-27,Cafe Coffee Day - The Square,Positive
Rashmi HD,"Rated 4.0 out of 5,",Sophisticated cafe. One can sit nd talk. The service is also good. We can spend some time here peacefully,2022-06-27,Cafe Coffee Day - The Square,Positive
Janette O'keefe,"Rated 5.0 out of 5,",What an amazing experience we and our 2 friends had this morning. Tendul Kumar attended to us we were made to feel very welcome. His service was impeccable and his knowledge of Coffee was amazing! Don’t lose this fine young man as he is an asset to you company. If we had a business in India we would want him to work as one of our managers.This is our second visit to India and have not experienced such attention to detail until now.What an amazing experience we and our 2 friends had this morning. Tendul Kumar attended to us we were made to feel very welcome. His service was impeccable and his knowledge of Coffee was amazing! Don’t lose this fine young man as he is an …More,2022-08-27,Cafe Coffee Day - The Square,Positive
